Date,Index_Name,Sub_Index,PE,PB,Div_Yield
2026-03-10,NIFTY MS FIN SERV,Sectoral Indices,27.71,2.86,0.66
2026-03-11,NIFTY MS FIN SERV,Sectoral Indices,27.24,2.82,0.68
2026-03-12,NIFTY MS FIN SERV,Sectoral Indices,27.03,2.79,0.69
2026-03-13,NIFTY MS FIN SERV,Sectoral Indices,26.47,2.74,0.7
2026-03-16,NIFTY MS FIN SERV,Sectoral Indices,26.65,2.75,0.69
2026-03-17,NIFTY MS FIN SERV,Sectoral Indices,27.03,2.79,0.68
2026-03-18,NIFTY MS FIN SERV,Sectoral Indices,27.56,2.85,0.67
2026-03-19,NIFTY MS FIN SERV,Sectoral Indices,26.68,2.76,0.69
2026-03-20,NIFTY MS FIN SERV,Sectoral Indices,26.62,2.75,0.69
2026-03-23,NIFTY MS FIN SERV,Sectoral Indices,25.39,2.62,0.72
2026-03-24,NIFTY MS FIN SERV,Sectoral Indices,26.13,2.7,0.7
2026-03-25,NIFTY MS FIN SERV,Sectoral Indices,26.81,2.77,0.68
2026-03-27,NIFTY MS FIN SERV,Sectoral Indices,26.11,2.7,0.72
2026-03-30,NIFTY MS FIN SERV,Sectoral Indices,27.8,2.72,0.62
2026-04-01,NIFTY MS FIN SERV,Sectoral Indices,28.71,2.81,0.6
2026-04-02,NIFTY MS FIN SERV,Sectoral Indices,28.53,2.79,0.6
2026-04-06,NIFTY MS FIN SERV,Sectoral Indices,29.29,2.87,0.59
2026-04-07,NIFTY MS FIN SERV,Sectoral Indices,29.23,2.86,0.59
2026-04-08,NIFTY MS FIN SERV,Sectoral Indices,30.88,3.02,0.56
2026-04-09,NIFTY MS FIN SERV,Sectoral Indices,30.94,3.03,0.56
2026-04-10,NIFTY MS FIN SERV,Sectoral Indices,31.4,3.07,0.55
2026-04-13,NIFTY MS FIN SERV,Sectoral Indices,31.22,3.06,0.55
2026-04-15,NIFTY MS FIN SERV,Sectoral Indices,31.95,3.13,0.54
2026-04-16,NIFTY MS FIN SERV,Sectoral Indices,32.23,3.16,0.53
2026-04-17,NIFTY MS FIN SERV,Sectoral Indices,32.71,3.2,0.53
2026-04-20,NIFTY MS FIN SERV,Sectoral Indices,32.29,3.19,0.53
2026-04-21,NIFTY MS FIN SERV,Sectoral Indices,32.19,3.2,0.53
2026-04-22,NIFTY MS FIN SERV,Sectoral Indices,32.09,3.2,0.53
2026-04-23,NIFTY MS FIN SERV,Sectoral Indices,31.95,3.19,0.53
2026-04-24,NIFTY MS FIN SERV,Sectoral Indices,31.73,3.17,0.53
2026-04-27,NIFTY MS FIN SERV,Sectoral Indices,32.04,3.2,0.54
2026-04-28,NIFTY MS FIN SERV,Sectoral Indices,29.37,3.2,0.54
2026-04-29,NIFTY MS FIN SERV,Sectoral Indices,29.56,3.22,0.52
2026-04-30,NIFTY MS FIN SERV,Sectoral Indices,29.27,3.2,0.53
2026-03-02,NIFTY MIDSML HLTH,Sectoral Indices,40.81,5.32,0.44
2026-03-04,NIFTY MIDSML HLTH,Sectoral Indices,40.14,5.23,0.44
2026-03-05,NIFTY MIDSML HLTH,Sectoral Indices,40.66,5.3,0.44
2026-03-06,NIFTY MIDSML HLTH,Sectoral Indices,40.57,5.29,0.44
2026-03-09,NIFTY MIDSML HLTH,Sectoral Indices,40.21,5.24,0.44
2026-03-10,NIFTY MIDSML HLTH,Sectoral Indices,40.86,5.32,0.44
2026-03-11,NIFTY MIDSML HLTH,Sectoral Indices,41.03,5.35,0.43
2026-03-12,NIFTY MIDSML HLTH,Sectoral Indices,40.77,5.31,0.44
2026-03-13,NIFTY MIDSML HLTH,Sectoral Indices,39.83,5.19,0.45
2026-03-16,NIFTY MIDSML HLTH,Sectoral Indices,39.27,5.12,0.45
2026-03-17,NIFTY MIDSML HLTH,Sectoral Indices,39.44,5.14,0.45
2026-03-18,NIFTY MIDSML HLTH,Sectoral Indices,39.83,5.19,0.45
2026-03-19,NIFTY MIDSML HLTH,Sectoral Indices,38.77,5.05,0.46
2026-03-20,NIFTY MIDSML HLTH,Sectoral Indices,39.33,5.13,0.45
2026-03-23,NIFTY MIDSML HLTH,Sectoral Indices,38.33,4.99,0.46
2026-03-24,NIFTY MIDSML HLTH,Sectoral Indices,38.94,5.08,0.46
2026-03-25,NIFTY MIDSML HLTH,Sectoral Indices,39.81,5.19,0.45
2026-03-27,NIFTY MIDSML HLTH,Sectoral Indices,39.53,5.15,0.45
2026-03-30,NIFTY MIDSML HLTH,Sectoral Indices,39.48,5.15,0.44
2026-04-01,NIFTY MIDSML HLTH,Sectoral Indices,39.78,5.18,0.44
2026-04-02,NIFTY MIDSML HLTH,Sectoral Indices,39.51,5.15,0.46
2026-04-06,NIFTY MIDSML HLTH,Sectoral Indices,39.81,5.19,0.45
2026-04-07,NIFTY MIDSML HLTH,Sectoral Indices,39.87,5.2,0.45
2026-04-08,NIFTY MIDSML HLTH,Sectoral Indices,40.4,5.26,0.45
2026-04-09,NIFTY MIDSML HLTH,Sectoral Indices,40.6,5.29,0.45
2026-04-10,NIFTY MIDSML HLTH,Sectoral Indices,41.05,5.35,0.44
2026-04-13,NIFTY MIDSML HLTH,Sectoral Indices,40.89,5.33,0.44
2026-04-15,NIFTY MIDSML HLTH,Sectoral Indices,41.65,5.43,0.43
2026-04-16,NIFTY MIDSML HLTH,Sectoral Indices,41.58,5.42,0.44
2026-04-17,NIFTY MIDSML HLTH,Sectoral Indices,41.98,5.47,0.43
2026-04-20,NIFTY MIDSML HLTH,Sectoral Indices,41.85,5.45,0.43
2026-04-21,NIFTY MIDSML HLTH,Sectoral Indices,42.0,5.47,0.43
2026-04-22,NIFTY MIDSML HLTH,Sectoral Indices,42.21,5.5,0.43
2026-04-23,NIFTY MIDSML HLTH,Sectoral Indices,42.66,5.56,0.42
2026-04-24,NIFTY MIDSML HLTH,Sectoral Indices,42.15,5.49,0.43
2026-04-27,NIFTY MIDSML HLTH,Sectoral Indices,42.92,5.59,0.42
2026-04-28,NIFTY MIDSML HLTH,Sectoral Indices,42.77,5.57,0.42
2026-04-29,NIFTY MIDSML HLTH,Sectoral Indices,42.63,5.56,0.42
2026-04-30,NIFTY MIDSML HLTH,Sectoral Indices,42.57,5.55,0.43
2026-03-02,NIFTY MS IT TELCM,Sectoral Indices,59.41,8.17,1.3
2026-03-04,NIFTY MS IT TELCM,Sectoral Indices,58.83,8.1,1.31
2026-03-05,NIFTY MS IT TELCM,Sectoral Indices,58.78,8.09,1.31
2026-03-06,NIFTY MS IT TELCM,Sectoral Indices,58.81,8.09,1.31
2026-03-09,NIFTY MS IT TELCM,Sectoral Indices,58.27,8.02,1.33
2026-03-10,NIFTY MS IT TELCM,Sectoral Indices,58.67,8.07,1.32
2026-03-11,NIFTY MS IT TELCM,Sectoral Indices,57.89,7.97,1.33
2026-03-12,NIFTY MS IT TELCM,Sectoral Indices,57.59,7.92,1.34
2026-03-13,NIFTY MS IT TELCM,Sectoral Indices,56.22,7.74,1.37
2026-03-16,NIFTY MS IT TELCM,Sectoral Indices,55.93,7.7,1.38
2026-03-17,NIFTY MS IT TELCM,Sectoral Indices,55.87,7.69,1.38
2026-03-18,NIFTY MS IT TELCM,Sectoral Indices,57.64,7.93,1.34
2026-03-19,NIFTY MS IT TELCM,Sectoral Indices,55.8,7.68,1.38
2026-03-20,NIFTY MS IT TELCM,Sectoral Indices,56.62,7.79,1.36
2026-03-23,NIFTY MS IT TELCM,Sectoral Indices,55.25,7.6,1.4
2026-03-24,NIFTY MS IT TELCM,Sectoral Indices,56.56,7.78,1.37
2026-03-25,NIFTY MS IT TELCM,Sectoral Indices,57.31,7.89,1.35
2026-03-27,NIFTY MS IT TELCM,Sectoral Indices,56.77,7.81,1.36
2026-03-30,NIFTY MS IT TELCM,Sectoral Indices,53.77,7.31,1.37
2026-04-01,NIFTY MS IT TELCM,Sectoral Indices,55.36,7.52,1.33
2026-04-02,NIFTY MS IT TELCM,Sectoral Indices,56.52,7.68,1.3
2026-04-06,NIFTY MS IT TELCM,Sectoral Indices,56.99,7.75,1.29
2026-04-07,NIFTY MS IT TELCM,Sectoral Indices,57.47,7.81,1.28
2026-04-08,NIFTY MS IT TELCM,Sectoral Indices,58.81,7.99,1.25
2026-04-09,NIFTY MS IT TELCM,Sectoral Indices,59.02,8.02,1.25
2026-04-10,NIFTY MS IT TELCM,Sectoral Indices,58.91,8.01,1.25
2026-04-13,NIFTY MS IT TELCM,Sectoral Indices,58.66,7.97,1.25
2026-04-15,NIFTY MS IT TELCM,Sectoral Indices,59.8,8.13,1.21
2026-04-16,NIFTY MS IT TELCM,Sectoral Indices,60.42,8.17,1.19
2026-04-17,NIFTY MS IT TELCM,Sectoral Indices,60.54,8.19,1.19
2026-04-20,NIFTY MS IT TELCM,Sectoral Indices,59.63,8.06,1.21
2026-04-21,NIFTY MS IT TELCM,Sectoral Indices,60.14,8.13,1.2
2026-04-22,NIFTY MS IT TELCM,Sectoral Indices,58.78,7.95,1.23
2026-04-23,NIFTY MS IT TELCM,Sectoral Indices,57.55,7.93,1.23
2026-04-24,NIFTY MS IT TELCM,Sectoral Indices,57.28,7.71,1.27
2026-04-27,NIFTY MS IT TELCM,Sectoral Indices,59.57,7.89,1.24
2026-04-28,NIFTY MS IT TELCM,Sectoral Indices,59.72,7.94,1.23
2026-04-29,NIFTY MS IT TELCM,Sectoral Indices,59.93,7.96,1.23
2026-04-30,NIFTY MS IT TELCM,Sectoral Indices,60.01,7.98,1.22
2026-03-02,NIFTY OIL AND GAS,Sectoral Indices,10.14,1.64,2.15
2026-03-04,NIFTY OIL AND GAS,Sectoral Indices,9.83,1.59,2.22
2026-03-05,NIFTY OIL AND GAS,Sectoral Indices,9.98,1.61,2.19
2026-03-06,NIFTY OIL AND GAS,Sectoral Indices,9.96,1.61,2.19
2026-03-09,NIFTY OIL AND GAS,Sectoral Indices,9.72,1.57,2.25
2026-03-10,NIFTY OIL AND GAS,Sectoral Indices,9.69,1.56,2.26
2026-03-11,NIFTY OIL AND GAS,Sectoral Indices,9.7,1.57,2.25
2026-03-12,NIFTY OIL AND GAS,Sectoral Indices,9.75,1.57,2.36
2026-03-13,NIFTY OIL AND GAS,Sectoral Indices,9.54,1.54,2.42
2026-03-16,NIFTY OIL AND GAS,Sectoral Indices,9.39,1.52,2.45
2026-03-17,NIFTY OIL AND GAS,Sectoral Indices,9.4,1.52,2.45
2026-03-18,NIFTY OIL AND GAS,Sectoral Indices,9.46,1.53,2.36
2026-03-19,NIFTY OIL AND GAS,Sectoral Indices,9.27,1.5,2.41
2026-03-20,NIFTY OIL AND GAS,Sectoral Indices,9.32,1.51,2.39
2026-03-23,NIFTY OIL AND GAS,Sectoral Indices,9.07,1.46,2.46
2026-03-24,NIFTY OIL AND GAS,Sectoral Indices,9.19,1.48,2.43
2026-03-25,NIFTY OIL AND GAS,Sectoral Indices,9.25,1.49,2.41
2026-03-27,NIFTY OIL AND GAS,Sectoral Indices,9.15,1.48,2.44
2026-03-30,NIFTY OIL AND GAS,Sectoral Indices,9.0,1.47,2.45
2026-04-01,NIFTY OIL AND GAS,Sectoral Indices,9.12,1.49,2.42
2026-04-02,NIFTY OIL AND GAS,Sectoral Indices,9.05,1.47,2.44
2026-04-06,NIFTY OIL AND GAS,Sectoral Indices,8.93,1.45,2.48
2026-04-07,NIFTY OIL AND GAS,Sectoral Indices,8.97,1.46,2.46
2026-04-08,NIFTY OIL AND GAS,Sectoral Indices,9.29,1.51,2.38
2026-04-09,NIFTY OIL AND GAS,Sectoral Indices,9.26,1.51,2.39
2026-04-10,NIFTY OIL AND GAS,Sectoral Indices,9.34,1.52,2.37
2026-04-13,NIFTY OIL AND GAS,Sectoral Indices,9.21,1.5,2.4
2026-04-15,NIFTY OIL AND GAS,Sectoral Indices,9.41,1.53,2.35
2026-04-16,NIFTY OIL AND GAS,Sectoral Indices,9.39,1.53,2.35
2026-04-17,NIFTY OIL AND GAS,Sectoral Indices,9.52,1.55,2.32
2026-04-20,NIFTY OIL AND GAS,Sectoral Indices,9.54,1.56,2.32
2026-04-21,NIFTY OIL AND GAS,Sectoral Indices,9.55,1.56,2.31
2026-04-22,NIFTY OIL AND GAS,Sectoral Indices,9.6,1.56,2.3
2026-04-23,NIFTY OIL AND GAS,Sectoral Indices,9.53,1.55,2.32
2026-04-24,NIFTY OIL AND GAS,Sectoral Indices,9.46,1.54,2.34
2026-04-27,NIFTY OIL AND GAS,Sectoral Indices,9.6,1.57,2.3
2026-04-28,NIFTY OIL AND GAS,Sectoral Indices,9.74,1.59,2.27
2026-04-29,NIFTY OIL AND GAS,Sectoral Indices,9.81,1.6,2.25
2026-04-30,NIFTY OIL AND GAS,Sectoral Indices,9.74,1.59,2.27
2026-03-02,NIFTY PHARMA,Sectoral Indices,34.35,5.0,0.69
2026-03-04,NIFTY PHARMA,Sectoral Indices,33.93,4.94,0.69
2026-03-05,NIFTY PHARMA,Sectoral Indices,34.43,5.01,0.68
2026-03-06,NIFTY PHARMA,Sectoral Indices,34.37,5.0,0.68
2026-03-09,NIFTY PHARMA,Sectoral Indices,34.32,5.0,0.69
2026-03-10,NIFTY PHARMA,Sectoral Indices,34.8,5.07,0.68
2026-03-11,NIFTY PHARMA,Sectoral Indices,34.94,5.09,0.67
2026-03-12,NIFTY PHARMA,Sectoral Indices,34.83,5.07,0.68
2026-03-13,NIFTY PHARMA,Sectoral Indices,34.17,4.97,0.69
2026-03-16,NIFTY PHARMA,Sectoral Indices,33.74,4.91,0.7
2026-03-17,NIFTY PHARMA,Sectoral Indices,33.82,4.92,0.7
2026-03-18,NIFTY PHARMA,Sectoral Indices,33.87,4.93,0.69
2026-03-19,NIFTY PHARMA,Sectoral Indices,33.07,4.82,0.71
2026-03-20,NIFTY PHARMA,Sectoral Indices,33.73,4.91,0.7
2026-03-23,NIFTY PHARMA,Sectoral Indices,33.0,4.8,0.71
2026-03-24,NIFTY PHARMA,Sectoral Indices,33.28,4.85,0.71
2026-03-25,NIFTY PHARMA,Sectoral Indices,33.93,4.94,0.69
2026-03-27,NIFTY PHARMA,Sectoral Indices,33.76,4.92,0.7
2026-03-30,NIFTY PHARMA,Sectoral Indices,33.28,4.85,0.71
2026-04-01,NIFTY PHARMA,Sectoral Indices,32.95,4.8,0.71
2026-04-02,NIFTY PHARMA,Sectoral Indices,32.65,4.75,0.72
2026-04-06,NIFTY PHARMA,Sectoral Indices,32.69,4.76,0.72
2026-04-07,NIFTY PHARMA,Sectoral Indices,32.74,4.77,0.72
2026-04-08,NIFTY PHARMA,Sectoral Indices,32.92,4.79,0.71
2026-04-09,NIFTY PHARMA,Sectoral Indices,33.14,4.82,0.71
2026-04-10,NIFTY PHARMA,Sectoral Indices,33.18,4.83,0.71
2026-04-13,NIFTY PHARMA,Sectoral Indices,33.08,4.82,0.71
2026-04-15,NIFTY PHARMA,Sectoral Indices,33.59,4.89,0.7
2026-04-16,NIFTY PHARMA,Sectoral Indices,33.63,4.9,0.7
2026-04-17,NIFTY PHARMA,Sectoral Indices,33.68,4.9,0.7
2026-04-20,NIFTY PHARMA,Sectoral Indices,33.62,4.89,0.7
2026-04-21,NIFTY PHARMA,Sectoral Indices,33.59,4.89,0.7
2026-04-22,NIFTY PHARMA,Sectoral Indices,33.62,4.89,0.7
2026-04-23,NIFTY PHARMA,Sectoral Indices,34.41,5.01,0.68
2026-04-24,NIFTY PHARMA,Sectoral Indices,33.8,4.92,0.7
2026-04-27,NIFTY PHARMA,Sectoral Indices,34.69,5.05,0.68
2026-04-28,NIFTY PHARMA,Sectoral Indices,34.67,5.05,0.68
2026-04-29,NIFTY PHARMA,Sectoral Indices,34.82,5.07,0.68
2026-04-30,NIFTY PHARMA,Sectoral Indices,34.83,5.07,0.68
2026-03-02,NIFTY PVT BANK,Sectoral Indices,19.86,2.24,0.55
2026-03-04,NIFTY PVT BANK,Sectoral Indices,19.56,2.2,0.56
2026-03-05,NIFTY PVT BANK,Sectoral Indices,19.64,2.21,0.56
2026-03-06,NIFTY PVT BANK,Sectoral Indices,19.2,2.16,0.57
2026-03-09,NIFTY PVT BANK,Sectoral Indices,18.67,2.1,0.58
2026-03-10,NIFTY PVT BANK,Sectoral Indices,19.0,2.14,0.57
2026-03-11,NIFTY PVT BANK,Sectoral Indices,18.54,2.09,0.59
2026-03-12,NIFTY PVT BANK,Sectoral Indices,18.25,2.06,0.6
2026-03-13,NIFTY PVT BANK,Sectoral Indices,17.86,2.01,0.61
2026-03-16,NIFTY PVT BANK,Sectoral Indices,18.08,2.04,0.6
2026-03-17,NIFTY PVT BANK,Sectoral Indices,18.25,2.06,0.6
2026-03-18,NIFTY PVT BANK,Sectoral Indices,18.41,2.08,0.59
2026-03-19,NIFTY PVT BANK,Sectoral Indices,17.79,2.0,0.61
2026-03-20,NIFTY PVT BANK,Sectoral Indices,17.69,1.99,0.62
2026-03-23,NIFTY PVT BANK,Sectoral Indices,17.11,1.93,0.64
2026-03-24,NIFTY PVT BANK,Sectoral Indices,17.54,1.98,0.62
2026-03-25,NIFTY PVT BANK,Sectoral Indices,17.86,2.01,0.61
2026-03-27,NIFTY PVT BANK,Sectoral Indices,17.5,1.97,0.62
2026-03-30,NIFTY PVT BANK,Sectoral Indices,16.86,1.92,0.67
2026-04-01,NIFTY PVT BANK,Sectoral Indices,17.15,1.95,0.66
2026-04-02,NIFTY PVT BANK,Sectoral Indices,17.22,1.96,0.66
2026-04-06,NIFTY PVT BANK,Sectoral Indices,17.59,2.0,0.64
2026-04-07,NIFTY PVT BANK,Sectoral Indices,17.68,2.01,0.64
2026-04-08,NIFTY PVT BANK,Sectoral Indices,18.66,2.13,0.61
2026-04-09,NIFTY PVT BANK,Sectoral Indices,18.33,2.09,0.62
2026-04-10,NIFTY PVT BANK,Sectoral Indices,18.7,2.13,0.6
2026-04-13,NIFTY PVT BANK,Sectoral Indices,18.64,2.12,0.61
2026-04-15,NIFTY PVT BANK,Sectoral Indices,18.87,2.15,0.6
2026-04-16,NIFTY PVT BANK,Sectoral Indices,18.76,2.14,0.6
2026-04-17,NIFTY PVT BANK,Sectoral Indices,18.91,2.15,0.6
2026-04-20,NIFTY PVT BANK,Sectoral Indices,18.85,2.15,0.6
2026-04-21,NIFTY PVT BANK,Sectoral Indices,18.87,2.18,0.59
2026-04-22,NIFTY PVT BANK,Sectoral Indices,18.73,2.16,0.59
2026-04-23,NIFTY PVT BANK,Sectoral Indices,18.49,2.14,0.6
2026-04-24,NIFTY PVT BANK,Sectoral Indices,18.4,2.13,0.61
2026-04-27,NIFTY PVT BANK,Sectoral Indices,18.41,2.13,0.61
2026-04-28,NIFTY PVT BANK,Sectoral Indices,17.54,2.1,0.61
2026-04-29,NIFTY PVT BANK,Sectoral Indices,17.59,2.11,0.61
2026-04-30,NIFTY PVT BANK,Sectoral Indices,17.44,2.09,0.62
2026-03-02,NIFTY PSU BANK,Sectoral Indices,9.56,1.58,1.99
2026-03-04,NIFTY PSU BANK,Sectoral Indices,9.25,1.52,2.06
2026-03-05,NIFTY PSU BANK,Sectoral Indices,9.3,1.53,2.05
2026-03-06,NIFTY PSU BANK,Sectoral Indices,9.11,1.5,2.09
2026-03-09,NIFTY PSU BANK,Sectoral Indices,8.75,1.44,2.18
2026-03-10,NIFTY PSU BANK,Sectoral Indices,8.94,1.47,2.13
2026-03-11,NIFTY PSU BANK,Sectoral Indices,8.78,1.45,2.17
2026-03-12,NIFTY PSU BANK,Sectoral Indices,8.78,1.45,2.17
2026-03-13,NIFTY PSU BANK,Sectoral Indices,8.45,1.39,2.25
2026-03-16,NIFTY PSU BANK,Sectoral Indices,8.5,1.4,2.24
2026-03-17,NIFTY PSU BANK,Sectoral Indices,8.53,1.41,2.23
2026-03-18,NIFTY PSU BANK,Sectoral Indices,8.59,1.42,2.21
2026-03-19,NIFTY PSU BANK,Sectoral Indices,8.34,1.38,2.28
2026-03-20,NIFTY PSU BANK,Sectoral Indices,8.52,1.4,2.23
2026-03-23,NIFTY PSU BANK,Sectoral Indices,8.17,1.35,2.33
2026-03-24,NIFTY PSU BANK,Sectoral Indices,8.29,1.37,2.3
2026-03-25,NIFTY PSU BANK,Sectoral Indices,8.51,1.4,2.24
2026-03-27,NIFTY PSU BANK,Sectoral Indices,8.18,1.35,2.33
2026-03-30,NIFTY PSU BANK,Sectoral Indices,7.76,1.28,2.46
2026-04-01,NIFTY PSU BANK,Sectoral Indices,8.04,1.32,2.37
2026-04-02,NIFTY PSU BANK,Sectoral Indices,8.01,1.32,2.38
2026-04-06,NIFTY PSU BANK,Sectoral Indices,8.2,1.35,2.33
2026-04-07,NIFTY PSU BANK,Sectoral Indices,8.14,1.34,2.35
2026-04-08,NIFTY PSU BANK,Sectoral Indices,8.59,1.41,2.22
2026-04-09,NIFTY PSU BANK,Sectoral Indices,8.48,1.39,2.25
2026-04-10,NIFTY PSU BANK,Sectoral Indices,8.65,1.42,2.21
2026-04-13,NIFTY PSU BANK,Sectoral Indices,8.58,1.41,2.22
2026-04-15,NIFTY PSU BANK,Sectoral Indices,8.68,1.43,2.2
2026-04-16,NIFTY PSU BANK,Sectoral Indices,8.67,1.43,2.2
2026-04-17,NIFTY PSU BANK,Sectoral Indices,8.73,1.44,2.19
2026-04-20,NIFTY PSU BANK,Sectoral Indices,8.81,1.45,2.17
2026-04-21,NIFTY PSU BANK,Sectoral Indices,8.88,1.46,2.15
2026-04-22,NIFTY PSU BANK,Sectoral Indices,8.86,1.46,2.15
2026-04-23,NIFTY PSU BANK,Sectoral Indices,8.66,1.43,2.2
2026-04-24,NIFTY PSU BANK,Sectoral Indices,8.65,1.43,2.2
2026-04-27,NIFTY PSU BANK,Sectoral Indices,8.67,1.43,2.19
2026-04-28,NIFTY PSU BANK,Sectoral Indices,8.48,1.4,2.24
2026-04-29,NIFTY PSU BANK,Sectoral Indices,8.44,1.4,2.25
2026-04-30,NIFTY PSU BANK,Sectoral Indices,8.3,1.37,2.28
2026-03-02,NIFTY REALTY,Sectoral Indices,34.59,3.72,0.39
2026-03-04,NIFTY REALTY,Sectoral Indices,33.52,3.6,0.4
2026-03-05,NIFTY REALTY,Sectoral Indices,34.13,3.67,0.39
2026-03-06,NIFTY REALTY,Sectoral Indices,33.42,3.59,0.4
2026-03-09,NIFTY REALTY,Sectoral Indices,33.01,3.55,0.41
2026-03-10,NIFTY REALTY,Sectoral Indices,33.52,3.6,0.4
2026-03-11,NIFTY REALTY,Sectoral Indices,32.94,3.54,0.41
2026-03-12,NIFTY REALTY,Sectoral Indices,32.41,3.48,0.41
2026-03-13,NIFTY REALTY,Sectoral Indices,31.97,3.43,0.42
2026-03-16,NIFTY REALTY,Sectoral Indices,31.47,3.38,0.43
2026-03-17,NIFTY REALTY,Sectoral Indices,32.03,3.44,0.42
2026-03-18,NIFTY REALTY,Sectoral Indices,32.92,3.54,0.41
2026-03-19,NIFTY REALTY,Sectoral Indices,31.66,3.4,0.42
2026-03-20,NIFTY REALTY,Sectoral Indices,31.37,3.37,0.43
2026-03-23,NIFTY REALTY,Sectoral Indices,29.88,3.21,0.45
2026-03-24,NIFTY REALTY,Sectoral Indices,30.36,3.26,0.44
2026-03-25,NIFTY REALTY,Sectoral Indices,31.17,3.35,0.43
2026-03-27,NIFTY REALTY,Sectoral Indices,30.18,3.24,0.44
2026-03-30,NIFTY REALTY,Sectoral Indices,30.8,3.12,0.46
2026-04-01,NIFTY REALTY,Sectoral Indices,31.46,3.19,0.45
2026-04-02,NIFTY REALTY,Sectoral Indices,31.79,3.22,0.44
2026-04-06,NIFTY REALTY,Sectoral Indices,32.5,3.29,0.43
2026-04-07,NIFTY REALTY,Sectoral Indices,33.05,3.35,0.42
2026-04-08,NIFTY REALTY,Sectoral Indices,35.28,3.57,0.4
2026-04-09,NIFTY REALTY,Sectoral Indices,35.18,3.56,0.4
2026-04-10,NIFTY REALTY,Sectoral Indices,35.92,3.64,0.39
2026-04-13,NIFTY REALTY,Sectoral Indices,35.82,3.63,0.39
2026-04-15,NIFTY REALTY,Sectoral Indices,36.73,3.72,0.38
2026-04-16,NIFTY REALTY,Sectoral Indices,36.88,3.73,0.38
2026-04-17,NIFTY REALTY,Sectoral Indices,37.23,3.77,0.38
2026-04-20,NIFTY REALTY,Sectoral Indices,36.99,3.75,0.38
2026-04-21,NIFTY REALTY,Sectoral Indices,37.79,3.83,0.37
2026-04-22,NIFTY REALTY,Sectoral Indices,38.0,3.85,0.37
2026-04-23,NIFTY REALTY,Sectoral Indices,37.31,3.78,0.38
2026-04-24,NIFTY REALTY,Sectoral Indices,36.8,3.73,0.38
2026-04-27,NIFTY REALTY,Sectoral Indices,37.71,3.82,0.37
2026-04-28,NIFTY REALTY,Sectoral Indices,36.89,3.8,0.37
2026-04-29,NIFTY REALTY,Sectoral Indices,37.43,3.86,0.37
2026-04-30,NIFTY REALTY,Sectoral Indices,36.87,3.8,0.37
2026-03-02,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-04,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-05,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-06,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-09,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-10,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-11,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-12,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-13,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-16,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-17,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-18,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-19,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-20,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-23,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-24,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-25,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-27,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-30,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-01,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-02,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-06,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-07,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-08,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-09,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-10,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-13,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-15,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-16,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-17,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-20,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-21,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-22,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-23,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-24,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-27,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-28,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-29,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-04-30,NIFTY 50 ARBITRAGE,Strategy Indices,,,
2026-03-02,NIFTY ALPHA 50,Strategy Indices,31.05,4.32,0.59
2026-03-04,NIFTY ALPHA 50,Strategy Indices,30.22,4.2,0.6
